,0
1346,Good if you don't want to just get the stuff on your own for a lot less...
1347,"It has 202 cals and 53 carbs per cup. Great sweetener, but their marketing is misleading!"
1348,Here are some hints to help you transition or make the best out of pellet training your dog.
1349,this is the best coffee I have ever had and it is consistent in its taste
1350,Very Good product.  It's something I cant find locally.  The only suggestion is get more than one to save on shipping.
1351,"A Potent Hot Sauce, similar to Tabasco, just Better. Buy the 28oz which costs only a few cents more"
1352,I can't decide if the outhouse or my cozy toilet is the better place for this product.
1353,"my dogs liked them, but I admit it does scare me a little that they are made overseas"
1354,L I T T L E......S A L M O N.....C O M P A N Y....T H A T.....C A N....!.!.!.!.!....: )
1355,My little yorkie is 14 years old and developed digestive problems a couple of years ago
1356,Pleasing strong fruit candy scent upon opening.  Tastes great but too sweet for 42 year old.
1357,I think they taste great - neat idea for a spicy snack - but the product does have problems
1358,"$50+ for a single servng of instant coffee? This is somebody's idea of a joke, right?"
1359,I have bought this tuna before and it was the best I have ever had.  I am signing up for autoship.
1360,Good taste! But buy flavored Boba Tea powder too if you want to make decent boba tea
1361,T H E .....O R I G I N A L......'' O R I G I N A L '' .......A L P E N
1362,The quality of thye saffroin is very good. The mailo order was done on time with maximumn care.
1363,"If Your Kids are Stupid Enough to Think Water is Cool When It's In a Bottle with a Cartoon Character, Then Fork Over Your Cash"
1364,My little yorkie is 14 years old and developed digestive problems a couple of years ago
1365,"Way too much sugar for a cereal that has ""lowered"" the amount of sugar in it"
1366,"Fantastic to use as a filling, delicious, breakfast (or other quick meal). Have water on hand"
1367,Prince of Peace puts only about half as much tea in each tea bag as Bigelow does
1368,Prince of Peace puts only about half as much tea in each tea bag as Bigelow does
1369,I didn't like it - very strong smell - too strong. Smelled like a campfire or somthing.
1370,Cats LOVE this Dry Food.  Best Commercial Product List I've Found that in Reasonably Priced Commercial Pet Food. RECOMMENDED.
1371,Cats LOVE this Dry Food. Best Commercial Product List I've Found in Reasonably Priced Commercial Pet Food.  HIGHLY RECOMMENDED.
1372,The best almond flavor out there. How could something so delish be so good for you?
1373,A good flavor but not bold in comparison to some of the other flavors and more salt!
1374,"Pretty good, Not a fan of Red Bull so this is a pleasant surprise in comparison"
1375,This tea is why I bought my k-cup coffee machine. Hard tea to find in stores these days.
1376,"FIDO BELLY BONE caused SEIZURES in my dog, it has Rosemary Extract and garlic in it."
1377,"YUM! Can't find this in stores anymore, so have to do an order every couple months!"
1378,"I am a professional chef, and I was looking for a fast and relaible (as well as healthy) sugar free cake mix, and this is it!"
1379,All Natural Vintage Wuyi Oolong (Wu Long) Tea - 100 Individually Wrapped Teabags - 7.0 Oz
1380,Love the product - but be aware it's just a flavor and sweetener.  Not a creamer based product.
1381,"If you like a dark and toasty big mug with just one K-cup, this will do it."
1382,"While I prefer the red Lavazza for a drip machine, this is perfect for my espresso needs....."
1383,Look at the ingredients list - this has more sugar by weight than it has almonds
1384,"Still a cinnamon tea, but not as overpowering as in Stash's Organic Chai Black & Green Tea"
1385,Better Than Any Other Joint Helper Chewables for Dogs! And I did pretty much try them all...
1386,"If you like eating rocks in your cereal then SCORE, if not - better stay away"
1387,Delsious protein!  These bars are the tastiest on the market and have a high protien content.
1388,"Chocolate Fudge lot that expires July 7, 2011 is bad - powder all over the outside of chocolate"
1389,BEST TEA - TRY IT WITH LEMON - EXCELENT TEA AND COSTUMER SEVICE- FASY DELIVERY ALSO
1390,I love this Ghirardelli Mint Chocolate. Perfect for after dinner or dessert. It tastes just right.
1391,Great price for a great little goody. The perfect gift. Super delicious chocolate with great raspberry filling!
1392,Great candy with full amount of nougat with almond and the caramel separated to give a creamy/mellow taste like the original.
1393,"If you like a dark and toasty big mug with just one K-cup, this will do it."
1394,works very fast but tastes horrible!  you will have to filter over and over to remove the taste...
1395,"Does not taste like Lipton Yellow Label tea sold in Italy, possibly stale, no expiration date on pkg."
1396,YOU CAN NEVER GET A CUP OF TEA LARGE ENOUGH OR A BOOK LONG ENOUGH TO SUIT ME
1397,"Delicous, of course...and I had no problem with any of the containers being damaged during shipping"
1398,"Very bad flower tea, not pure green tea, filled with worst quality of broken tea leaves"
1399,"Definition of NON-GE for this product, from Now Foods. I have not used this item, am just giving definition."
1400,"It's as expected, no more, no less...soggy veggies w/a few tiny bits of real looking meat in broth."
1401,"We examined their claims, gave it a taste-test, & found multiple problems with Zevia...But here's a solution! (Read on)"
1402,"Not the worst k cup out there, but there are too many better alternatives to justify this one..."
1403,"""Is this supposed to be a treat?"" (What my kitties would ask if they could talk)"
1404,"a QUICK hot cereal that isn't overly processed - and is Kosher, gluten free and organic"
1405,"Best Flavoring Syrup on the market - It really made Christmas special this year as everyone repeated ""Now That's Good Coffee"""
1406,If I'm going to pay this much for a cookie I'm going to buy it from a little girl in uniform
1407,"Not a fan. Can't distinguish one flavor from the other, and the creme, and fudge coating, just taste cheap."
1408,My little yorkie is 14 years old and developed digestive problems a couple of years ago
1409,It's not hard sausage -- more like a mushy hot dog with red food coloring added
1410,Mary Washington Asparagus Seeds - Asparagus Officinalis - 2 Grams - Approx 120 Gardening Seeds - Vegetable Garden Seed
1411,The Cholula Original Hot sauce is excellent. Their Chipotle version is watered down and near tasteless
1412,"My edogs love them! One of my dogs is allergic to corn, so these are the perfect treat! They smell like roasted chickedn....not"
1413,Wanted them to taste more peanut buttery (and another 1/2 star to make it 3 1/2)
1414,This stuff is great.  I toss a bag in my car and have a great breakfast in traffic
1415,"Be creative, save money & do your own holiday gift bags/baskets! Really wonderful treats!  Include  as a special luxury item!"
1416,"Tips: My baby started this from 2 weeks and is now a happy, healthy 9 mo old."
1417,I gave this to my baby one week before her 1st Birthday. She tookmit down right away and she was breastfed exclusively for the
1418,"Elijah Craig 12 is mature, sophisticated, and excellent: the greatest bargain in all the spirit world."
1419,"Delightfuly spicy and good tasting, 3 ounce tuna can in each packet, 130 calories tuna, 80 crackers"
1420,ONE OF OUR OLD STAND-BYS.  We enjoy this coffee and have many uses for the empty containers.
1421,"You either really like it or you don't, but either way you WILL smell like a camping trip"
1422,"It has 202 cals and 53 carbs per cup. Great sweetener, but their marketing is misleading!"
1423,GOT A GREAT PRICE - ARRIVED QUICKY - AND CHECKED EXP DATE - VERY VERY FRESH
1424,my cat goes crazy for this food--- might want to talk your vet to be sure it's right for your cat
1425,my cat goes crazy for this food--- might want to talk your vet to be sure it's right for your cat
1426,A very HOT sauce lacking any other redeeming quality.  A vague hint of tomato with a bitter aftertaste.  Impossible to recommend
1427,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
1428,"Beware - Once you introduce this to your house, your kids will insist on ordering more, more, more"
1429,This is so much cheaper then getting my cappuccino from the gas station in the mornings!
1430,"Just when I thought that it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
1431,"Total of 8 K cups arrived ""busted"" and all the coffee is spilled inside the two boxes!!"
1432,"UPDATE 07/12:  OMG, this is AWESOME!!!! Finally a really good alternative to high fat peanut butter"
1433,I actually sought out this seller again because of the results I had with first purchase
1434,This is the only real Goji juice.  It really works if you know how to use it.
1435,This cereal is so good I order it on-line just to make sure I can get it!
1436,I can't decide if the outhouse or my cozy toilet is the better place for this product.
1437,"The itemwas received promprly as ordered.  I have not got it to work as yet, altho I feel sure it's my slowness twchnically.  An"
1438,"Butcher and Packer is how to buy spices, throw away ideas of buying spices at the grocery stores.Or, stores will rip you off,."
1439,"Ordered these bars for my daughter in college who's on the go...will re-order for both of us, they are soooo yummy & HEALTHY!"
1440,"Not usually a fan of Iams, but this works like a charm, and they like it"
1441,I'll never feed my dog's Chicken Soup for the Dog Lover's Soul or any other food made by Diamond
1442,"if your baby is really fussy and gassy, this is not the formula you want - try Alimentum instead!"
1443,"I like my tea how I like my women: intelligent, interesting, with a good sense of humor, liberal politics, and non-smoking"
1444,he wants a sharkbanana! she wants one too!  buy them a sharkbanana!  buy one for you!
1445,"Buying this as a gift?  Remember to wrap it, then wrap it again, and again, and again, and again."
1446,Pleasing for the cat and for me - a good alternative for my Fancy Feast Elegant Medleys addict
1447,Pleasing for the cat and for me - a good alternative for my Fancy Feast Elegant Medleys addict
1448,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1449,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1450,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1451,manufacturer removed Ideal from my grocery store shelves.  I was happy to find it on Amazon!
1452,"My family is obsessed with these pretzels!  If you like chocolate, caramel and pretzels - this is your holy grail!"
1453,"Swiss Miss DID NOT Mis-Lead ANY Customers . . . ""No Sugar Added"" . . . Does NOT Mean ""Sugar-Free"" . . ."
1454,Not bad but wish I could get a refund for the damaged k-cups I received upon delivery
1455,"Swiss Miss no sugar added - - best you can find! And it's on Amazon.com, our fave!!!"
1456,It is too bad that I can't get them for a decent price on Amazon anymore.
1457,Ordered the item on the 7th.. wasnt shipped until the 14th!! WAY BEHIND THE ESTIMATED ARRIVAL DATE!
1458,"My family is obsessed with these pretzels!  If you like chocolate, caramel and pretzels - this is your holy grail!"
1459,Caffeine and Vitamin C Served Up In A Drink Reminiscent Of Watered Down Sugar Free Kool-Aid
1460,"Better value and tastes better than Mio in my opinion, fruit punch flavor is pretty good"
1461,"On Par with Crystal Light, But Has Vitamins Added. Did Not Notice the Promised Burst of Energy"
1462,"mostly un-natural, white potatoes, hydrogenated oil, cornsyrup and chemicals, NOT YAM, contains sulfites (dangerous for some)"
1463,THERE ARE MANY GOOD BRANDS OF BREWERS YEAST - TWIN LABS ADDS TASTE & VALUE TO A WINNING FORMULA
1464,Izze Apple Juice is as close to the experience of biting into a Granny Smith that an aluminum package can provide.
1465,"If you like the smell of feet and the taste of chalk, this bar's for you"
1466,"As close as you're gonna get to real Rice Krispies, yet organic & with brown rice"
1467,Wild Turkey American Honey loses track of the taste of both the bourbon AND the honey.
1468,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
1469,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
1470,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
1471,"CLEAR SCALP & HAIR BEAUTY THERAPY Ultra Shea Nourishing Scalp & Hair Oil, 3 Fluid Ounce"
1472,Good for YOU and Good for Children and FUN to EAT plus some NEAT-O TRICKS & TIPS!
1473,Good for YOU and Good for Children and FUN to EAT plus some NEAT-O TRICKS & TIPS!
1474,It is time to take a second look at Greek Wines - Skouras Moschofilero is an excellent white for any occassion
1475,PUMPKIN PIE ON THE GO! My 11 year old Aspie loves this AWESOME ORGANIC Shelf Stable PORTABLE FRUIT.  He says taste like pie.
1476,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1477,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1478,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1479,"It's OK if you like a little stronger and darker coffe. Slight bitterness, requires an acquired taste"
1480,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
1481,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
1482,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
1483,Am I cool or crazy for being the first EVER to rate these scrumptious candy bars?
1484,Bought these but not sure if they are raw or not - packaging does not say
1485,"Love it, great with or with out cream, tastes like coffee but good for you, no guilt, anytime of day to warm up"
1486,"PG Tips is great tea, but you're not getting any benefit from the loose leaf version"
1487,"Tasty, but I have to crush it up with a knife to get product out of the container"
1488,AWESOME VEGAN gluten free Organic SNACK BAR! My 11 yr old's prefered snack . He loves these better than candy bars.
1489,"Hot but not too hot - a nicely blended hot sauce. Purchase this ""extra hot "" variety. The regular version is Not Recommended"
1490,"Highly recommended; tasty white cheddar with a little bite, super easy to make, more in a cup than you would expect"
1491,2 oz pack of 6?  What is that ?  Six little packs in that jar or what?  Is there six jars with 2oz's in each or what?
1492,These cookies are great for pups with food allergies and Amazon came thru on replacement policy.
1493,"Delicious BUT You can buy this stuff for $3-6 @ Xmas Tree Shops, Ocean State Job Lot & your local grocery store"
1494,"Not as cheap as the last time, but the ONLY place I can find this product."
1495,H E R R I N G......L O V E R ' S......D E L I G H T !
1496,The brightest star in the Heaven of Nature Valley Granola Bars - which are the best in the Universe!!!
1497,"While I prefer the red Lavazza for a drip machine, this is perfect for my espresso needs....."
1498,"Ignorance is bliss, Hydrolized protein made using enzymes is NOT MSG & you can buy these at w-mart for $144."
1499,My Italian husband is on coffee strike until we get our next delivery of Lavazza Rossa
1500,My cats LOVE this Paw Licking Chicken! But BEWARE of  the fish flavor's of Weruva that contain Menadione
1501,"Green Eggs & Chicken, 3 Paws Up (includes a 17 yo and 7 yo picky Debutantes). Great Human Grade Cat Food Experience"
1502,my cat goes crazy for this food--- might want to talk your vet to be sure it's right for your cat
1503,my cat goes crazy for this food--- might want to talk your vet to be sure it's right for your cat
1504,Most DOGSWELL products are manufactured in the US. Some of our treats are manufactured in China
1505,I'll never feed my dog's Chicken Soup for the Dog Lover's Soul or any other food made by Diamond
1506,"The Salmon isn't like Pics, if u eat all items, it WILL FILL U UP, but..............................................."
1507,N O T......T H E......L I P T O N.......I......G R E W......U P......W I T H
1508,Works well to help control your dandruff or just as a everyday shampoo if you don't
1509,Clear Men is a better alternative to H&S - great smell and feel on the scalp - no need for separate conditioner either
1510,"If you like a dark and toasty big mug with just one K-cup, this will do it."
1511,Purchased a bag with way too much salt - Company provided a replacement: almonds were perfect
1512,"Super wonderful, stable/thick whole chips, not greasy/not too salty, eats like a meal, not a snack...could make nachos w/these!"
1513,"A really nice way to start your day, take a break during your day, or even end your day!"
1514,"Thank you for the great price of the Coconut Oil, not so happy the way the book was sent."
1515,much smalller than regular pigs ears - my dog says .. OMG THESE ARE EVEN BETTER TASTING ..... YUMMMMMMMMMM
1516,If you use a recipe that Patak's used to put on the jar . . .
1517,this is the best coffee I have ever had and it is consistent in its taste
1518,"Excellent variety, our 8 month old loves them all, but be informed water is the largest ingrident by weight on all 4"
1519,"If you like Slim Jims and/or Tabasco, then these babies are fantastic. Hot, but delicious. A+!!!"
1520,"Interesting taste at first, but now I like it. Perfect for the holiday time, after dinner and dessert."
1521,"Of al the Stash iced teas this is the best, and it is still not all that good"
1522,11lb dogs: Ball + 2 treats (1 on each side) good for 2/11hr spans of time
1523,The best almond flavor out there. How could something so delish be so good for you?
1524,A good flavor but not bold in comparison to some of the other flavors and more salt!
1525,"It has 202 cals and 53 carbs per cup. Great sweetener, but their marketing is misleading!"
1526,So good you need to put them in the trunk on the way home from the store if you don't want to sneak into the box
1527,High Fructose Corn  Syrup  has recently been added to what was once an excellent product. Also the ingredients  list. N
1528,Let's compare Bigelow Organic Green Tea 150 Tea Bags vs. Bigelow Organic Green Tea 160 Tea Bags
1529,"The box is tiny, even at $3 I paid too much - but cute & funny!"
1530,"UPDATE 07/12:  OMG, this is AWESOME!!!! Finally a really good alternative to high fat peanut butter"
1531,Just o.k. with a bit of a bland taste - and actually not so bueno on the health!
1532,"Hidden veggies not a bad idea, but not going to get you out of eating vegetables!"
1533,"If you want an old-fashioned, homemade taste in your cookies, Country Choice oatmeal raisin might be your cookie of choice ..."
1534,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count"
1535,GREAT ORGANIC Honey flavor Hard candy. Great candy for eating or use as organic soothing throat drops. Not for small children.
